Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,Sales,14,College,1,1598,Very High,Female,High,Sales Executive,Low,4639,11262,1,15,Excellent,High,5,Better,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,Bachelor,1,1599,Very High,Male,Very High,Laboratory Technician,Medium,4876,5855,5,12,Excellent,High,8,Better,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,College,1,1601,High,Male,Medium,Laboratory Technician,Very High,2690,7713,1,18,Excellent,Very High,1,Good,1,0,0,1
46,No,Travel_Rarely,Sales,1,Master,1,1602,Very High,Male,Very High,Manager,Low,17567,3156,1,15,Excellent,Medium,27,Bad,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,Bachelor,1,1604,High,Male,High,Laboratory Technician,Medium,2408,7324,1,17,Excellent,High,1,Better,1,1,0,0
22,No,Non-Travel,Research & Development,26,College,1,1605,Medium,Female,Medium,Research Scientist,High,2814,10293,1,14,Excellent,Medium,4,Good,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,Doctor,1,1606,Medium,Male,High,Healthcare Representative,High,11245,20689,2,15,Excellent,High,32,Better,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,Master,1,1607,Medium,Female,Very High,Research Scientist,Very High,3312,18783,3,17,Excellent,Very High,6,Better,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,Bachelor,1,1608,Medium,Female,High,Research Director,Very High,19049,3549,0,14,Excellent,Very High,23,Good,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,Bachelor,1,1609,Medium,Male,Medium,Research Scientist,Medium,2141,5348,1,12,Excellent,Medium,6,Good,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,Doctor,1,1611,High,Female,Low,Laboratory Technician,Low,5769,23447,1,14,Excellent,Low,10,Better,10,7,1,4
45,No,Non-Travel,Sales,26,Bachelor,1,1612,Low,Male,Medium,Sales Executive,Low,4385,24162,1,15,Excellent,Low,10,Better,10,7,4,5
31,No,Travel_Frequently,Sales,2,Master,1,1613,Very High,Male,High,Sales Executive,Low,5332,21602,7,13,Excellent,Very High,10,Better,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,Master,1,1614,High,Female,High,Manufacturing Director,High,4663,12421,9,12,Excellent,Medium,7,Better,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,Master,1,1615,High,Male,Very High,Manufacturing Director,Very High,4724,17000,1,13,Excellent,Low,9,Better,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,Master,1,1617,High,Female,High,Laboratory Technician,Low,3211,22102,1,14,Excellent,Very High,10,Good,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,Doctor,1,1618,Medium,Male,High,Manufacturing Director,Low,5377,3835,2,13,Excellent,Very High,10,Better,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,Bachelor,1,1619,Very High,Male,Medium,Laboratory Technician,Low,4066,16290,1,11,Excellent,Low,7,Better,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,Doctor,1,1621,Medium,Male,Very High,Research Scientist,Low,5208,26312,1,11,Excellent,Very High,16,Better,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,Bachelor,1,1622,Medium,Female,Low,Manufacturing Director,Low,4877,20460,0,21,Outstanding,Medium,6,Good,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,Below College,1,1623,High,Male,High,Research Scientist,Very High,3117,26009,1,18,Excellent,High,3,Better,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,College,1,1624,Medium,Female,High,Sales Representative,Very High,1569,18420,1,12,Excellent,High,0,Best,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,Master,1,1625,Very High,Female,High,Manager,High,19658,5220,3,11,Excellent,High,27,Better,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,College,1,1627,High,Male,Medium,Laboratory Technician,High,3069,10302,0,15,Excellent,Very High,11,Better,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,Bachelor,1,1628,Low,Female,Medium,Manufacturing Director,High,10435,25800,1,13,Excellent,Very High,18,Better,18,15,14,12
35,No,Non-Travel,Research & Development,8,Master,1,1630,High,Female,High,Healthcare Representative,High,4148,12250,1,12,Excellent,Very High,15,Better,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,Bachelor,1,1631,High,Male,High,Manufacturing Director,High,5768,26493,3,17,Excellent,Low,9,Good,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,Bachelor,1,1633,Low,Female,High,Manufacturing Director,High,5042,3140,0,13,Excellent,Very High,10,Bad,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,College,1,1635,Very High,Female,Medium,Manufacturing Director,Very High,5770,5388,1,19,Excellent,Low,10,Better,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,College,1,1638,Very High,Female,Medium,Manufacturing Director,High,7756,14199,3,19,Excellent,Very High,10,Best,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,Bachelor,1,1639,Very High,Male,Medium,Sales Executive,Low,10306,21530,9,17,Excellent,High,15,Better,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,Bachelor,1,1640,Medium,Female,High,Research Scientist,Medium,3936,9953,1,11,Excellent,Low,8,Bad,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,Bachelor,1,1641,High,Female,High,Manufacturing Director,Very High,7945,19948,6,15,Excellent,Very High,18,Good,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,Doctor,1,1642,Low,Male,High,Human Resources,Very High,5743,10503,4,11,Excellent,High,14,Better,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,Doctor,1,1644,High,Male,Medium,Manager,Very High,15202,5602,2,25,Outstanding,Medium,23,Better,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,College,1,1645,Low,Male,Low,Sales Executive,Very High,5440,22098,6,14,Excellent,Very High,7,Good,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,Below College,1,1646,Low,Female,High,Research Scientist,Very High,3760,17218,1,13,Excellent,High,6,Better,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,Bachelor,1,1647,Medium,Female,Very High,Research Scientist,High,3517,22490,7,17,Excellent,Low,5,Better,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,Bachelor,1,1648,Very High,Male,High,Research Scientist,Very High,2580,6297,2,13,Excellent,High,6,Good,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,Bachelor,1,1649,Low,Male,High,Laboratory Technician,Low,2166,3339,3,14,Excellent,Medium,10,Bad,4,2,0,3
29,No,Travel_Rarely,Sales,10,Bachelor,1,1650,High,Male,Medium,Sales Executive,High,5869,23413,9,11,Excellent,High,8,Better,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,Master,1,1651,Medium,Female,High,Healthcare Representative,Low,8008,22792,4,12,Excellent,High,9,Better,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,Below College,1,1653,Very High,Male,Very High,Manufacturing Director,High,5206,4973,1,17,Excellent,High,7,Better,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,Bachelor,1,1654,Very High,Male,High,Manufacturing Director,Medium,5295,7693,4,21,Outstanding,High,7,Better,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,Master,1,1655,Low,Female,High,Research Director,Medium,16413,3498,3,16,Excellent,Medium,27,Better,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,Doctor,1,1656,Very High,Female,Medium,Research Director,Low,13269,21981,5,15,Excellent,High,19,Better,14,11,1,11
20,No,Travel_Rarely,Sales,2,Bachelor,1,1657,High,Female,High,Sales Representative,High,2783,13251,1,19,Excellent,Low,2,Better,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,Bachelor,1,1658,Very High,Female,High,Research Scientist,Medium,5433,19332,1,12,Excellent,High,11,Better,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,Bachelor,1,1659,Low,Male,High,Laboratory Technician,Medium,2013,10950,2,11,Excellent,High,15,Better,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,Below College,1,1661,High,Female,Medium,Healthcare Representative,High,13966,11652,2,19,Excellent,Medium,30,Better,15,11,2,12
36,No,Non-Travel,Research & Development,1,Master,1,1662,Very High,Female,Medium,Manufacturing Director,High,4374,15411,0,15,Excellent,High,4,Better,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,College,1,1664,Very High,Male,Very High,Healthcare Representative,Low,6842,26308,6,20,Outstanding,Low,13,Better,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,Doctor,1,1665,Medium,Female,High,Manager,High,17426,18685,3,25,Outstanding,High,36,Better,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,College,1,1666,High,Male,Medium,Research Director,High,17603,3525,1,24,Outstanding,Low,14,Better,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,Master,1,1667,Very High,Male,High,Sales Executive,Very High,4581,10414,3,24,Outstanding,Low,13,Best,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,Bachelor,1,1668,Very High,Male,High,Research Scientist,Very High,4735,9867,7,15,Excellent,Very High,19,Best,13,11,2,9
29,No,Travel_Rarely,Sales,5,Bachelor,1,1669,Low,Male,Medium,Sales Executive,Medium,4187,3356,1,13,Excellent,Medium,10,Good,10,0,0,9
33,No,Travel_Rarely,Sales,2,Master,1,1670,Very High,Male,High,Sales Executive,Very High,5505,3921,1,14,Excellent,High,6,Better,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,Bachelor,1,1671,Very High,Male,High,Research Scientist,Medium,5470,25518,0,13,Excellent,High,10,Good,9,5,1,6
31,No,Travel_Rarely,Sales,5,Master,1,1673,Low,Female,High,Sales Executive,Very High,5476,22589,1,11,Excellent,Low,10,Better,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,Bachelor,1,1674,Very High,Female,High,Laboratory Technician,Low,2587,24941,4,16,Excellent,Medium,17,Good,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,Bachelor,1,1675,Very High,Female,Medium,Laboratory Technician,Medium,2440,23826,1,22,Outstanding,Medium,4,Better,4,3,3,3
47,No,Travel_Rarely,Sales,2,Master,1,1676,Medium,Female,Very High,Manager,Medium,15972,21086,6,14,Excellent,High,29,Better,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,Bachelor,1,1677,High,Male,High,Manager,High,15379,22384,4,14,Excellent,Low,23,Better,8,7,0,0
41,No,Travel_Rarely,Sales,23,College,1,1678,Very High,Male,High,Sales Executive,High,7082,11591,3,16,Excellent,Very High,21,Better,2,0,0,2
20,No,Travel_Rarely,Sales,9,Below College,1,1680,Very High,Male,High,Sales Representative,Low,2728,21082,1,11,Excellent,Low,2,Better,2,2,0,2
33,No,Non-Travel,Sales,16,Bachelor,1,1681,High,Female,High,Sales Executive,Very High,5368,16130,1,25,Outstanding,High,7,Better,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,Master,1,1682,Low,Male,High,Healthcare Representative,High,5347,7419,6,14,Excellent,Medium,10,Good,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,Bachelor,1,1683,High,Female,High,Human Resources,Very High,3195,4167,4,18,Excellent,Low,8,Better,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,Below College,1,1684,Very High,Male,Medium,Laboratory Technician,High,3989,20586,1,11,Excellent,Low,5,Better,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,College,1,1687,Very High,Female,High,Laboratory Technician,High,3306,26176,7,19,Excellent,Very High,7,Good,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,Master,1,1689,Medium,Male,Very High,Healthcare Representative,Very High,7005,3458,3,15,Excellent,High,11,Better,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,College,1,1691,Very High,Female,High,Sales Representative,High,2655,11740,2,11,Excellent,High,19,Better,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,Master,1,1692,Very High,Male,High,Laboratory Technician,Medium,1393,24852,1,12,Excellent,Low,1,Better,1,0,0,0
26,No,Non-Travel,Research & Development,7,Bachelor,1,1693,Very High,Male,High,Laboratory Technician,Very High,2570,11925,1,20,Outstanding,High,7,Better,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,Bachelor,1,1694,Low,Male,Medium,Research Scientist,Medium,3537,23737,5,12,Excellent,Very High,8,Better,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,College,1,1696,Medium,Male,Medium,Laboratory Technician,Very High,3986,11912,1,14,Excellent,High,15,Best,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,Master,1,1697,High,Male,Low,Healthcare Representative,Very High,10883,20467,3,20,Outstanding,High,19,Best,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,Bachelor,1,1698,Medium,Male,Very High,Laboratory Technician,Medium,2028,13637,1,18,Excellent,Very High,14,Better,14,11,2,13
37,No,Travel_Frequently,Sales,1,Master,1,1700,High,Male,Low,Sales Executive,Very High,9525,7677,1,14,Excellent,High,6,Good,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,Bachelor,1,1701,Medium,Female,Medium,Research Scientist,Very High,2929,20338,1,12,Excellent,Medium,10,Better,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,Bachelor,1,1702,High,Male,High,Sales Representative,Very High,2275,25103,1,21,Outstanding,Medium,3,Better,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,Bachelor,1,1703,High,Female,Very High,Healthcare Representative,Very High,7879,14810,1,19,Excellent,Medium,9,Better,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,Master,1,1704,Low,Male,Medium,Research Scientist,Very High,4930,13970,0,14,Excellent,High,6,Best,5,4,1,4
43,No,Travel_Rarely,Sales,2,Bachelor,1,1706,Very High,Male,High,Sales Executive,Very High,7847,6069,1,17,Excellent,Low,10,Better,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,Bachelor,1,1707,High,Male,Very High,Research Scientist,High,4401,17616,1,16,Excellent,Very High,5,Better,5,3,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,1,1708,Very High,Male,High,Sales Executive,High,9241,15869,1,12,Excellent,Medium,10,Better,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,Master,1,1709,Very High,Female,High,Laboratory Technician,High,2974,25412,9,17,Excellent,High,9,Better,5,3,1,2
36,No,Travel_Rarely,Sales,2,Master,1,1710,High,Female,High,Sales Representative,Very High,4502,7439,3,15,Excellent,High,17,Good,13,7,6,7
45,No,Non-Travel,Research & Development,1,Below College,1,1712,High,Male,Medium,Healthcare Representative,High,10748,3395,3,23,Outstanding,Very High,25,Good,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,Below College,1,1714,Very High,Male,Low,Human Resources,High,1555,11585,1,11,Excellent,High,1,Better,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,Bachelor,1,1716,High,Male,Low,Sales Executive,High,12936,24164,7,11,Excellent,High,25,Bad,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,Master,1,1718,Very High,Male,Low,Laboratory Technician,High,2305,6217,1,15,Excellent,High,3,Best,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,College,1,1719,Very High,Female,Medium,Research Director,Medium,16704,17119,1,11,Excellent,High,21,Better,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,Bachelor,1,1720,Low,Male,High,Research Scientist,High,3433,17360,6,13,Excellent,Low,10,Good,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,Master,1,1721,Medium,Male,High,Laboratory Technician,High,3477,18103,1,14,Excellent,Very High,6,Best,5,2,0,3
41,No,Non-Travel,Human Resources,4,Bachelor,1,1722,High,Male,Low,Human Resources,Medium,6430,20794,6,19,Excellent,Medium,10,Better,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,College,1,1724,Medium,Female,High,Manufacturing Director,Low,6516,5041,2,16,Excellent,Medium,18,Better,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,Below College,1,1725,Medium,Male,High,Laboratory Technician,Low,3907,3622,1,13,Excellent,Medium,6,Best,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,Master,1,1727,High,Male,High,Healthcare Representative,Medium,5562,9697,6,14,Excellent,Very High,19,Better,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,Master,1,1728,Very High,Male,High,Manufacturing Director,High,6883,5151,2,16,Excellent,Medium,17,Better,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,Below College,1,1729,Medium,Male,High,Research Scientist,Very High,2862,3811,1,12,Excellent,Medium,10,Good,10,0,0,8
47,No,Non-Travel,Sales,2,Master,1,1731,High,Male,High,Sales Executive,Medium,4978,3536,7,11,Excellent,Very High,4,Bad,1,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelor,1,1732,High,Male,High,Sales Executive,Very High,10368,5596,4,12,Excellent,Medium,13,Good,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,Doctor,1,1733,Medium,Male,Medium,Sales Executive,Low,6134,8658,5,13,Excellent,Medium,16,Better,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,College,1,1734,Low,Male,Low,Sales Executive,Medium,6735,12147,6,15,Excellent,Medium,10,Better,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,Below College,1,1735,High,Female,High,Laboratory Technician,Medium,3295,12862,1,13,Excellent,High,3,Bad,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,Below College,1,1736,Very High,Female,High,Manufacturing Director,Very High,5238,6670,2,20,Outstanding,Very High,9,Good,5,4,1,4
39,No,Non-Travel,Research & Development,1,Bachelor,1,1737,Very High,Male,High,Laboratory Technician,Very High,6472,8989,1,15,Excellent,Very High,9,Better,9,8,5,8
32,No,Travel_Rarely,Sales,19,Bachelor,1,1739,Very High,Male,Low,Sales Executive,High,9610,3840,3,13,Excellent,High,10,Bad,4,3,0,2
40,No,Travel_Rarely,Sales,7,Master,1,1740,Medium,Male,High,Manager,Medium,19833,4349,1,14,Excellent,Medium,21,Good,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,Bachelor,1,1744,High,Female,Low,Human Resources,High,9756,6595,4,21,Outstanding,High,9,Best,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,Master,1,1745,Very High,Female,Medium,Research Scientist,Low,4968,26427,0,16,Excellent,Very High,10,Better,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,Bachelor,1,1746,Low,Male,High,Human Resources,Very High,2145,2097,0,14,Excellent,Very High,3,Better,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,Bachelor,1,1747,High,Female,Medium,Human Resources,Very High,2180,9732,6,11,Excellent,High,6,Good,4,2,1,2
31,No,Travel_Rarely,Sales,5,Bachelor,1,1749,Low,Male,High,Sales Executive,High,8346,20943,1,19,Excellent,High,6,Better,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,Bachelor,1,1751,High,Female,High,Research Scientist,Very High,3445,6152,1,11,Excellent,High,6,Good,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,Bachelor,1,1752,Medium,Female,Low,Sales Representative,Medium,2760,14630,1,13,Excellent,High,2,Better,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,Bachelor,1,1753,Very High,Male,Very High,Healthcare Representative,High,6294,23060,8,12,Excellent,Very High,10,Best,3,2,0,2
30,No,Travel_Rarely,Sales,15,College,1,1754,High,Male,Medium,Sales Executive,Low,7140,3088,2,11,Excellent,Low,12,Better,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,Master,1,1755,Very High,Male,Very High,Research Scientist,Very High,2932,5586,0,14,Excellent,Low,6,Better,5,0,1,2
33,No,Non-Travel,Sales,2,Bachelor,1,1756,Very High,Female,High,Sales Executive,Medium,5147,10697,8,15,Excellent,Very High,13,Good,11,7,1,7
49,No,Travel_Rarely,Sales,11,Master,1,1757,Very High,Female,High,Sales Executive,Very High,4507,8191,3,12,Excellent,High,8,Best,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,Bachelor,1,1758,Low,Female,High,Sales Executive,Low,8564,10092,2,20,Outstanding,High,11,Good,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,College,1,1760,High,Female,Medium,Laboratory Technician,Medium,2468,15963,4,14,Excellent,Medium,9,Good,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,Master,1,1761,Low,Male,High,Sales Executive,High,8161,19002,2,13,Excellent,Low,10,Better,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,Bachelor,1,1762,Very High,Female,Medium,Research Scientist,Low,2109,10007,1,13,Excellent,High,1,Better,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,Bachelor,1,1763,High,Male,Very High,Healthcare Representative,High,5294,9128,3,16,Excellent,High,10,Better,7,0,1,7
32,No,Non-Travel,Research & Development,5,Master,1,1764,Medium,Male,High,Research Scientist,Medium,2718,17674,2,14,Excellent,Medium,12,Better,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,Bachelor,1,1766,Medium,Male,Low,Healthcare Representative,Very High,5811,24539,3,16,Excellent,High,15,Better,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,Bachelor,1,1767,High,Male,Medium,Research Scientist,High,2437,15587,9,16,Excellent,Very High,6,Better,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,Bachelor,1,1768,Medium,Male,High,Laboratory Technician,Medium,2766,8952,8,22,Outstanding,Medium,7,Good,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,Bachelor,1,1770,High,Male,Medium,Research Director,Low,19038,19805,8,12,Excellent,Medium,34,Better,1,0,0,0
33,No,Non-Travel,Research & Development,4,Bachelor,1,1771,Very High,Male,High,Research Scientist,Medium,3055,6194,5,15,Excellent,Very High,11,Good,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,Master,1,1772,High,Male,High,Laboratory Technician,Low,2289,20520,1,20,Outstanding,Medium,5,Better,5,3,0,4
34,No,Non-Travel,Sales,10,Bachelor,1,1774,Very High,Male,High,Sales Executive,High,4001,12313,1,14,Excellent,High,15,Better,15,14,0,7
53,No,Non-Travel,Research & Development,1,Master,1,1775,Low,Female,Medium,Manufacturing Director,High,12965,22308,4,20,Outstanding,Very High,27,Good,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,Bachelor,1,1778,Medium,Male,High,Human Resources,Very High,3539,5033,0,13,Excellent,Medium,10,Better,9,7,1,8
34,No,Travel_Rarely,Sales,3,College,1,1779,Very High,Female,Low,Sales Executive,Very High,6029,25353,5,12,Excellent,Low,6,Better,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,Below College,1,1780,Medium,Male,High,Sales Representative,Medium,2679,4567,1,13,Excellent,Medium,1,Better,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,College,1,1782,Very High,Female,Medium,Laboratory Technician,High,3702,16376,1,11,Excellent,Medium,5,Better,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,Below College,1,1783,High,Female,High,Laboratory Technician,Low,2398,15999,1,17,Excellent,High,1,Better,1,0,0,0
31,No,Travel_Rarely,Sales,29,Master,1,1784,Low,Female,Medium,Sales Executive,Very High,5468,13402,1,14,Excellent,Low,13,Better,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,Bachelor,1,1786,Low,Female,High,Manager,High,13116,22984,2,11,Excellent,Very High,15,Better,2,2,2,2
37,No,Travel_Rarely,Sales,9,College,1,1787,Medium,Male,Medium,Sales Executive,Medium,4189,8800,1,14,Excellent,Low,5,Better,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,Master,1,1789,High,Male,High,Research Director,Very High,19328,14218,7,17,Excellent,High,24,Better,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,Bachelor,1,1790,Very High,Male,High,Healthcare Representative,Low,8321,25949,7,13,Excellent,Very High,15,Better,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,College,1,1792,High,Male,High,Research Scientist,Medium,2342,11092,1,12,Excellent,High,6,Good,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,College,1,1794,High,Male,High,Human Resources,Medium,4071,12832,2,13,Excellent,High,19,Good,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,Bachelor,1,1797,High,Male,High,Sales Executive,Very High,5813,13492,1,18,Excellent,Very High,10,Better,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,Master,1,1798,Very High,Male,Very High,Research Scientist,Low,3143,6076,6,19,Excellent,Medium,14,Better,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,Bachelor,1,1799,High,Male,High,Research Scientist,Very High,2044,5531,1,11,Excellent,High,5,Best,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,Below College,1,1800,High,Male,High,Research Director,High,13464,7914,7,21,Outstanding,High,9,Better,4,3,2,2
46,No,Non-Travel,Sales,26,College,1,1801,Medium,Male,Medium,Sales Executive,Medium,7991,25166,8,15,Excellent,High,6,Better,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,College,1,1802,High,Female,High,Laboratory Technician,Low,3377,25605,4,17,Excellent,Very High,7,Good,4,3,0,2
42,No,Travel_Rarely,Research & Development,13,Bachelor,1,1803,Medium,Male,Very High,Healthcare Representative,Low,5538,5696,5,18,Excellent,High,10,Good,0,0,0,0
35,No,Non-Travel,Research & Development,2,College,1,1804,Medium,Male,High,Manufacturing Director,Very High,5762,24442,2,14,Excellent,High,15,Better,7,7,1,7
38,No,Non-Travel,Human Resources,2,Bachelor,1,1805,Low,Male,High,Human Resources,Medium,2592,7129,5,13,Excellent,Very High,13,Better,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,9,Master,1,1807,Very High,Male,High,Laboratory Technician,Low,5346,6208,4,17,Excellent,High,11,Good,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,10,Master,1,1809,Very High,Male,High,Manufacturing Director,Low,4213,4992,1,15,Excellent,Medium,10,Bad,10,3,0,8
39,No,Travel_Frequently,Sales,20,Bachelor,1,1812,High,Male,High,Sales Executive,Very High,4127,19188,2,18,Excellent,Very High,7,Better,2,1,2,2
43,No,Non-Travel,Research & Development,9,Bachelor,1,1813,Low,Male,High,Research Scientist,High,2438,24978,4,13,Excellent,High,7,Good,3,2,1,2
41,No,Travel_Rarely,Research & Development,5,Bachelor,1,1814,Medium,Male,Very High,Healthcare Representative,Medium,6870,15530,3,12,Excellent,Low,11,Bad,3,2,1,2
41,No,Travel_Rarely,Sales,4,Below College,1,1815,High,Female,High,Sales Executive,High,10447,26458,0,13,Excellent,Very High,23,Best,22,14,13,5
30,No,Travel_Rarely,Research & Development,10,Bachelor,1,1816,Low,Female,High,Manufacturing Director,High,9667,2739,9,14,Excellent,Medium,9,Better,7,7,0,2
26,Yes,Travel_Rarely,Human Resources,20,College,1,1818,Very High,Female,High,Human Resources,Medium,2148,6889,0,11,Excellent,High,6,Better,5,1,1,4
46,Yes,Travel_Rarely,Research & Development,21,College,1,1821,Very High,Female,High,Healthcare Representative,Medium,8926,10842,4,22,Outstanding,Very High,13,Best,9,7,3,7
40,No,Travel_Rarely,Research & Development,1,Bachelor,1,1822,High,Female,High,Healthcare Representative,Very High,6513,9060,4,17,Excellent,Very High,12,Better,5,3,0,3
34,No,Travel_Rarely,Sales,8,College,1,1823,Medium,Male,Very High,Sales Executive,High,6799,22128,1,21,Outstanding,High,10,Better,10,8,4,8
58,No,Non-Travel,Sales,2,Bachelor,1,1824,Medium,Male,High,Manager,Medium,16291,22577,4,22,Outstanding,Very High,37,Good,16,9,14,14
